duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score,,,,100£»1,10£»1,1£»1,1£»10,1£»100,1£»1000
2:54:45,115200,0.058436501,4681.486678,1000,39.96451159,,,,4681.486678,4852.743765,4281.191958,4952.378808,4816.716102,4666.611792
2:55:46,115300,0.057324547,4428.136667,1000,37.92386431,,,,4428.136667,4413.976521,4733.028692,4732.477533,4691.818943,4826.877966
2:56:47,115400,0.058374093,4597.599248,1000,39.28882716,,,,4597.599248,5008.469552,3919.341941,4816.213367,4365.74635,4969.763909
2:57:48,115500,0.057788877,4406.63597,1000,37.75068358,,,,4406.63597,4576.24348,4014.780167,4488.389968,3717.375756,5014.057443
2:58:48,115600,0.05718691,3988.687896,1000,34.38425547,,,,3988.687896,4458.088311,4617.738798,5001.659141,4211.000939,4819.360651
2:59:51,115700,0.058462752,4089.681669,1000,35.19772561,,,,4089.681669,3649.501323,4375.460744,4427.722101,3071.62968,4408.86724
3:00:52,115800,0.057333263,4175.803354,1000,35.89140619,,,,4175.803354,4732.920856,4811.352639,4529.728653,4282.900178,4588.03287
3:01:53,115900,0.057963038,4917.948837,1000,41.86913302,,,,4917.948837,4658.91487,4721.671085,4429.730451,3989.125359,4991.560121
3:02:54,116000,0.057746841,4884.232172,1000,41.59755686,,,,4884.232172,4812.056032,4835.13574,4946.982423,4902.390632,4140.828202
3:03:55,116100,0.056402096,4539.422111,1000,38.82023032,,,,4539.422111,4594.514698,4754.740766,4616.497769,4534.248335,4498.454577
3:04:57,116200,0.057392619,4881.91311,1000,41.57887762,,,,4881.91311,4259.573859,3069.093728,4609.301834,4292.61342,4851.774045
3:05:58,116300,0.05644968,4924.216922,1000,41.91962029,,,,4924.216922,4615.182383,4463.700656,4838.923327,4712.378999,4160.092097
3:06:58,116400,0.056708081,4940.801968,1000,42.05320714,,,,4940.801968,4935.564066,4930.533427,4629.848711,4261.496992,4296.965581
3:07:59,116500,0.056655433,4878.128335,1000,41.54839256,,,,4878.128335,4901.590982,4504.004854,4907.431773,4939.081003,4786.186111
3:09:01,116600,0.056415389,4591.006956,1000,39.23572851,,,,4591.006956,4913.383141,4504.31237,4937.050562,4590.529576,4953.044746
3:10:02,116700,0.056160863,5000.676186,1000,42.53547338,,,,5000.676186,4283.33166,4952.817545,4894.640737,4897.746222,4783.303788
3:11:03,116800,0.05560227,4994.234981,1000,42.48359169,,,,4994.234981,4671.878801,4683.039398,4927.775343,4527.047314,5021.113026
3:12:03,116900,0.056554667,4647.204714,1000,39.68838215,,,,4647.204714,4948.52257,4922.402561,4703.188173,3999.690693,4381.378252
3:13:05,117000,0.055903347,4914.1617,1000,41.83862893,,,,4914.1617,4426.70929,4942.59927,4468.905174,4609.147869,4458.783553
3:14:07,117100,0.056815902,4631.071179,1000,39.55843206,,,,4631.071179,4947.449825,4668.795738,4676.277495,4519.104973,4864.114116
3:15:08,117200,0.056584092,4282.567386,1000,36.75135378,,,,4282.567386,4959.547793,4605.221341,4229.719075,4087.138393,4353.701434
3:16:08,117300,0.055629214,4745.750958,1000,40.48213827,,,,4745.750958,4342.814631,4607.698469,3990.05085,4542.619216,4368.229914
3:17:09,117400,0.055615831,4470.194831,1000,38.26262837,,,,4470.194831,4978.018345,5016.209416,4949.167879,4858.759096,4966.363537
3:18:10,117500,0.055233646,3822.872794,1000,33.04867181,,,,3822.872794,4617.027851,4202.108443,3804.908942,4226.655133,4056.224152
3:19:12,117600,0.055772429,4945.161487,1000,42.08832156,,,,4945.161487,4728.523764,4999.952484,4538.337129,4777.442114,4883.809391
3:20:14,117700,0.055235531,4195.687779,1000,36.0515684,,,,4195.687779,4835.966709,4689.441726,4685.812164,4922.335035,5019.720862
3:21:14,117800,0.055053548,4786.618706,1000,40.81131395,,,,4786.618706,4843.050029,4887.165903,4455.640321,4597.345541,4632.359612
3:22:14,117900,0.055043917,4502.765837,1000,38.52497663,,,,4502.765837,4612.437695,4934.42641,4993.381806,4445.604693,5020.699325
3:23:15,118000,0.055077488,4251.154388,1000,36.49833287,,,,4251.154388,4389.423301,3920.834201,4543.183421,4432.378695,3852.22542
3:24:17,118100,0.054564747,4583.33864,1000,39.17396286,,,,4583.33864,4964.61029,4793.591924,4493.192751,4510.434601,4479.079343
3:25:21,118200,0.054724043,4894.798068,1000,41.68266153,,,,4894.798068,5003.48074,4808.5144,4973.548044,4745.480264,4928.117384
3:26:22,118300,0.054331808,4500.314337,1000,38.50523064,,,,4500.314337,4883.291032,5006.163068,5036.661387,4665.616631,4930.523576
3:27:23,118400,0.053984864,4604.496248,1000,39.34438013,,,,4604.496248,4018.142462,4595.879021,3859.713933,4805.432965,4634.619186
3:28:24,118500,0.054392823,4507.512098,1000,38.56320613,,,,4507.512098,5006.855585,4723.341192,4896.841356,4920.151345,4548.774969
3:29:27,118600,0.054068521,4577.166814,1000,39.12425093,,,,4577.166814,4583.876658,4984.050634,4927.118154,4915.024533,4826.014501
